sep=,
2024-05-01 14:18:30,0.00654
2024-05-01 14:18:45,0.00658
2024-05-01 14:19:00,0.00655
2024-05-01 14:19:15,0.00643
2024-05-01 14:19:30,0.00662
2024-05-01 14:19:45,0.00633
2024-05-01 14:20:00,0.00657
2024-05-01 14:20:15,0.00772
2024-05-01 14:20:30,0.00786
2024-05-01 14:20:45,0.00735
2024-05-01 14:21:00,0.00706
2024-05-01 14:21:15,0.00704
2024-05-01 14:21:30,0.00720
2024-05-01 14:21:45,0.00725
2024-05-01 14:22:00,0.00735
2024-05-01 14:22:15,0.00734
2024-05-01 14:22:30,0.00635
2024-05-01 14:22:45,0.00632
2024-05-01 14:23:00,0.0143
2024-05-01 14:23:15,0.0283
2024-05-01 14:23:30,0.107
2024-05-01 14:23:45,0.160
2024-05-01 14:24:00,0.204
2024-05-01 14:24:15,0.214
2024-05-01 14:24:30,0.215
2024-05-01 14:24:45,0.219
2024-05-01 14:25:00,0.217
2024-05-01 14:25:15,0.211
2024-05-01 14:25:30,0.210
2024-05-01 14:25:45,0.211
2024-05-01 14:26:00,0.210
2024-05-01 14:26:15,0.211
2024-05-01 14:26:30,0.217
2024-05-01 14:26:45,0.215
2024-05-01 14:27:00,0.215
2024-05-01 14:27:15,0.211
2024-05-01 14:27:30,0.212
2024-05-01 14:27:45,0.207
2024-05-01 14:28:00,0.166
2024-05-01 14:28:15,0.132
2024-05-01 14:28:30,0.0744
2024-05-01 14:28:45,0.0160
2024-05-01 14:29:00,0.0289
2024-05-01 14:29:15,0.0622
2024-05-01 14:29:30,0.111
2024-05-01 14:29:45,0.168
2024-05-01 14:30:00,0.215
2024-05-01 14:30:15,0.215
2024-05-01 14:30:30,0.217
2024-05-01 14:30:45,0.218
2024-05-01 14:31:00,0.222
2024-05-01 14:31:15,0.225
2024-05-01 14:31:30,0.216
2024-05-01 14:31:45,0.219
2024-05-01 14:32:00,0.212
2024-05-01 14:32:15,0.218
2024-05-01 14:32:30,0.218
2024-05-01 14:32:45,0.221
2024-05-01 14:33:00,0.221
2024-05-01 14:33:15,0.216
2024-05-01 14:33:30,0.218
2024-05-01 14:33:45,0.196
2024-05-01 14:34:00,0.132
2024-05-01 14:34:15,0.111
2024-05-01 14:34:30,0.0541
2024-05-01 14:34:45,0.00819
2024-05-01 14:35:00,0.00756
2024-05-01 14:35:15,0.0208
2024-05-01 14:35:30,0.0670
2024-05-01 14:35:45,0.120
2024-05-01 14:36:00,0.168
2024-05-01 14:36:15,0.219
2024-05-01 14:36:30,0.222
2024-05-01 14:36:45,0.220
2024-05-01 14:37:00,0.219
2024-05-01 14:37:15,0.222
2024-05-01 14:37:30,0.224
2024-05-01 14:37:45,0.221
2024-05-01 14:38:00,0.220
2024-05-01 14:38:15,0.231
2024-05-01 14:38:30,0.224
2024-05-01 14:38:45,0.225
2024-05-01 14:39:00,0.228
2024-05-01 14:39:15,0.230
2024-05-01 14:39:30,0.228
2024-05-01 14:39:45,0.227
2024-05-01 14:40:00,0.195
2024-05-01 14:40:15,0.170
2024-05-01 14:40:30,0.190
2024-05-01 14:40:45,0.176
2024-05-01 14:41:00,0.160
2024-05-01 14:41:15,0.217
2024-05-01 14:41:30,0.217
2024-05-01 14:41:45,0.223
2024-05-01 14:42:00,0.221
2024-05-01 14:42:15,0.217
2024-05-01 14:42:30,0.214
2024-05-01 14:42:45,0.216
2024-05-01 14:43:00,0.216
2024-05-01 14:43:15,0.211
2024-05-01 14:43:30,0.213
2024-05-01 14:43:45,0.217
2024-05-01 14:44:00,0.216
2024-05-01 14:44:15,0.211
2024-05-01 14:44:30,0.218
2024-05-01 14:44:45,0.213
2024-05-01 14:45:00,0.211
2024-05-01 14:45:15,0.168
2024-05-01 14:45:30,0.0713
2024-05-01 14:45:45,0.0353
2024-05-01 14:46:00,0.0125
2024-05-01 14:46:15,0.00340
2024-05-01 14:46:30,0.00322
2024-05-01 14:46:45,0.00189
2024-05-01 14:47:00,0.00169
2024-05-01 14:47:15,0.00151
2024-05-01 14:47:30,0.00134
2024-05-01 14:47:45,0.00106
2024-05-01 14:48:00,0.000869
2024-05-01 14:48:15,0.000717
2024-05-01 14:48:30,0.000477
2024-05-01 14:48:45,0.000399
2024-05-01 14:49:00,0.000129
